mean_speed
30
5
50
32
42
21
50
0
15
13
24
24
0
24
0
27
20
18
34
41
13
54
34
27
30
50
33
47
44
45
0
24
24
25
5
38
0
22
38
51
34
51
0
38
35
46
0
22
45
44
52
0
38
20
23
41
31
23
18
35
40
35
29
49
31
30
30
45
20
27
22
31
28
22
21
41
28
18
6
43
27
48
39
24
32
39
31
19
35
22
40
25
38
28
40
38
40
46
53
0
11
15
26
31
42
34
25
26
24
39
24
25
11
33
54
34
49
0
39
53
26
44
16
21
23
39
44
0
47
29
32
15
21
22
29
32
41
40
22
44
40
51
29
38
16
5
21
12
0
0
28
34
37
40
24
52
33
0
45
34
36
27
19
42
29
45
43
23
19
25
28
31
34
23
45
29
38
35
26
25
24
37
22
47
21
25
31
41
28
29
13
0
22
31
51
23
19
29
33
39
20
28
25
41
48
52
37
14
11
22
41
52
40
32
37
46
42
29
12
49
28
21
23
5
46
0
0
23
15
21
23
14
0
0
20
34
37
41
41
48
25
22
25
48
31
55
25
32
31
28
20
37
19
26
53
33
31
23
20
47
31
30
44
29
14
27
33
36
0
25
38
22
21
33
27
20
8
24
24
30
52
37
49
22
31
48
50
50
26
41
25
35
24
23
20
29
24
34
37
29
16
17
28
31
24
0
31
34
34
48
35
55
40
40
31
38
0
50
27
32
41
21
37
25
29
22
35
23
44
34
53
43
23
27
0
55
28
32
37
24
0
48
29
6
15
18
37
10
34
16
36
45
23
31
28
50
25
29
21
8
28
30
27
31
46
19
53
27
24
13
0
32
45
28
43
16
5
36
37
21
27
32
52
0
50
53
36
27
33
28
25
36
37
26
54
31
27
5
43
28
32
17
55
51
26
36
0
41
37
39
54
12
27
31
39
17
28
32
15
28
19
40
35
22
45
0
45
23
27
39
23
32
29
9
28
38
5
52
53
27
55
45
31
33
30
21
44
49
42
22
21
13
29
33
0
33
23
0
21
33
15
44
22
23
53
33
51
35
40
23
53
27
27
50
29
31
11
48
11
42
0
12
36
25
38
56
5
0
0
36
0
24
39
36
31
35
37
24
31
0
52
51
0
50
34
44
33
0
31
36
48
23
27
34
29
15
31
41
56
35
49
32
46
19
21
24
24
25
21
28
20
29
44
46
19
9
32
46
0
33
30
37
21
39
44
22
48
19
20
38
26
27
47
53
36
43
0
38
25
21
26
50
29
34
30
53
37
50
15
24
24
31
32
41
36
12
38
26
34
28
37
28
52
0
30
17
23
27
20
40
38
19
34
26
12
13
12
45
0
45
42
32
21
6
33
30
23
21
52
38
38
41
34
56
52
34
39
0
36
32
34
41
20
34
22
31
28
33
32
25
21
48
12
12
34
22
0
32
46
29
18
24
41
36
53
22
35
24
14
53
36
27
33
32
47
42
53
17
50
23
14
19
28
9
30
30
0
32
30
27
41
50
31
24
23
38
44
37
38
38
32
45
52
25
30
12
21
34
26
20
48
30
36
27
46
53
28
51
34
48
5
41
36
27
37
39
0
32
18
17
22
27
0
31
22
32
0
25
49
23
34
12
23
36
20
17
0
24
34
33
55
37
24
22
20
17
22
19
24
24
25
24
25
0
24
21
38
19
58
32
29
34
28
32
37
50
26
24
37
34
26
26
37
17
16
32
39
37
47
27
42
17
28
35
29
44
15
0
30
37
52
37
7
57
21
28
28
37
45
40
14
46
16
33
29
23
33
0
17
23
17
40
21
0
48
8
37
49
20
35
32
24
27
29
29
40
37
24
22
36
14
36
30
23
32
24
0
28
29
23
34
21
17
57
24
0
0
18
27
45
39
33
26
57
19
52
23
0
18
28
21
37
32
36
34
33
22
36
21
24
29
5
23
37
32
55
29
34
51
22
28
22
43
38
5
35
40
23
32
42
38
54
13
26
36
31
40
0
18
24
40
31
34
47
50
35
39
10
31
40
37
24
42
27
26
33
19
40
49
40
28
22
27
22
0
26
30
25
25
32
0
54
30
21
35
18
47
51
19
52
31
0
41
35
21
25
14
26
25
27
44
43
32
17
41
34
27
48
29
0
34
36
37
31
28
45
35
29
42
30
42
47
29
32
21
37
25
35
17
14
25
39
15
21
12
35
27
50
0
24
38
18
35
37
34
5
30
20
54
52
20
26
30
37
37
26
25
0
6
40
23
52
22
26
36
0
21
21
17
17
50
24
25
31
34
25
40
33
35
29
39
35
32
45
27
30
0
43
45
24
24
46
41
37
19
28
48
19
47
9
47
22
50
39
30
37
31
30
37
0
35
38
29
28
37
51
27
41
34
29
18
27
22
47
44
24
51
31
14
20
31
0
51
12
23
36
49
43
37
29
40
38
42
36
13
21
40
43
43
39
31
41
34
39
21
37
15
35
35
9
24
0
45
44
28
34
32
31
48
36
23
25
38
52
50
35
37
51
33
33
30
26
26
37
28
31
49
44
14
50
43
47
19
38
39
21
0
19
48
46
8
48
35
41
50
39
45
37
29
27
22
18
16
47
46
24
42
27
42
35
24
18
15
0
20
30
46
35
21
37
21
25
31
26
19
26
41
39
23
57
29
37
0
38
29
22
39
47
25
30
24
47
35
52
56
35
40
22
38
27
27
14
53
48
42
22
22
33
44
24
26
33
0
35
21
24
23
22
0
49
22
16
27
39
47
36
44
29
23
25
37
15
16
24
16
35
37
31
21
24
41
24
19
47
35
33
26
29
20
35
7
9
41
27
29
29
38
0
48
35
57
49
31
41
29
23
50
29
49
24
35
43
22
0
52
25
26
17
20
38
33
38
32
7
6
25
43
38
39
33
0
36
38
27
15
25
24
40
27
54
45
54
31
28
24
28
22
44
37
8
0
43
0
27
8
16
35
30
31
11
23
18
27
33
55
15
30
23
27
15
30
5
46
29
33
18
33
32
42
29
31
36
21
43
35
28
20
28
27
53
29
15
24
26
17
12
33
26
34
50
48
41
23
0
51
42
41
5
33
49
53
50
22
21
33
0
30
54
37
15
34
40
15
40
37
38
38
26
13
18
33
27
19
32
16
36
12
40
0
37
0
51
22
16
47
36
42
26
30
49
53
34
26
46
20
20
29
23
17
21
21
14
39
28
28
42
19
17
26
23
21
29
20
37
42
23
34
27
36
28
35
43
34
29
28
33
22
27
30
30
30
28
44
49
29
51
13
34
49
0
52
53
41
48
23
34
18
41
25
15
0
18
19
29
38
0
27
35
12
53
45
25
10
16
30
38
18
22
23
30
26
8
38
37
20
0
34
9
36
25
26
45
0
30
27
23
20
25
30
32
27
32
10
44
47
51
29
16
31
17
0
15
10
43
54
34
39
35
36
16
51
18
11
31
24
39
37
19
39
18
25
36
28
6
41
28
22
37
36
0
51
16
24
38
53
21
0
6
32
38
31
18
28
30
23
0
52
52
26
0
36
0
0
16
41
0
27
38
16
0
54
20
30
23
23
35
0
43
18
21
22
50
17
51
9
36
13
35
27
28
35
54
53
32
46
16
30
26
5
6
43
47
30
12
0
36
24
33
30
20
28
24
17
0
46
37
34
31
35
31
33
42
24
17
48
40
31
39
43
30
0
27
37
50
6
9
27
43
0
16
24
38
5
24
26
19
41
43
42
9
37
24
28
12
25
33
37
33
41
14
26
30
21
26
0
7
0
45
28
50
12
31
32
37
55
10
17
7
33
27
52
35
21
33
57
36
35
26
39
38
39
38
9
50
39
34
35
38
25
18
38
10
39
24
35
23
37
32
0
40
26
10
33
23
38
35
44
51
48
35
18
14
46
50
16
36
47
33
40
19
25
40
7
44
35
22
38
19
43
38
35
51
25
26
28
32
12
22
29
46
43
27
55
38
44
33
43
31
28
54
23
31
19
42
50
35
25
34
51
47
37
34
33
35
39
41
24
24
21
39
32
28
13
21
43
37
52
19
34
35
0
20
46
48
41
14
29
38
34
35
31
40
13
24
25
43
37
26
53
5
38
23
10
57
28
21
31
31
0
54
32
39
48
28
6
16
27
5
27
19
35
30
42
34
27
25
26
9
23
33
32
31
22
0
33
41
37
16
39
50
17
54
27
28
41
43
23
22
37
43
29
49
35
31
46
18
40
33
6
36
27
0
26
23
30
32
52
39
35
20
23
49
38
54
49
0
28
37
36
29
24
51
37
28
42
16
30
32
37
29
39
20
32
32
53
24
24
16
14
24
26
16
9
14
47
8
57
27
20
38
43
42
36
32
26
11
22
42
27
26
11
31
27
23
20
20
46
22
37
55
12
30
5
0
39
39
18
33
30
46
26
48
28
31
26
52
36
47
25
19
23
30
27
24
47
50
16
44
17
31
51
29
28
32
35
35
31
23
27
38
41
39
29
19
19
43
28
37
23
40
38
43
39
32
58
16
36
35
20
27
34
39
30
18
36
54
31
36
23
26
29
7
17
39
24
21
38
37
25
38
20
21
26
23
50
27
46
17
28
35
33
0
24
24
13
10
33
36
30
37
51
36
39
29
30
24
20
41
21
43
0
32
36
37
52
5
36
50
16
28
46
30
25
31
46
9
51
44
50
29
26
24
30
35
23
43
27
27
33
42
27
44
33
19
36
12
31
29
44
15
0
45
24
30
35
41
54
21
31
35
41
35
38
44
26
29
35
30
25
20
21
32
31
48
36
33
41
17
38
26
23
21
43
37
27
0
26
19
30
33
24
25
29
51
50
17
45
40
38
19
24
51
40
44
35
32
49
11
36
42
40
41
40
43
21
27
40
7
52
23
20
37
28
26
36
36
23
42
55
53
31
42
35
42
11
28
52
35
12
26
30
15
41
6
41
40
20
28
51
23
22
37
31
43
30
31
29
48
28
43
28
27
34
25
26
32
29
56
42
23
31
31
39
31
31
59
33
22
6
25
34
18
28
26
16
34
24
39
34
11
45
18
24
44
46
20
38
43
18
39
51
29
20
28
32
46
31
38
48
19
37
31
42
32
37
44
48
32
49
18
43
27
24
21
23
28
30
34
29
24
49
27
43
19
46
5
37
14
25
32
37
50
32
51
32
34
12
32
30
0
32
23
42
22
21
32
20
32
20
43
28
29
33
28
41
48
52
25
32
52
38
45
42
16
55
44
42
30
23
44
11
24
29
31
39
34
33
33
38
33
17
10
39
29
25
16
24
28
25
47
29
17
39
48
32
54
43
42
39
50
49
25
52
52
36
46
39
30
50
35
50
8
32
24
24
28
32
26
36
30
46
24
19
31
14
44
28
33
7
25
28
57
50
32
42
24
37
22
30
14
33
32
36
35
32
23
27
37
44
31
38
36
21
32
13
24
12
24
0
20
41
20
25
23
28
33
23
28
26
23
20
52
21
33
35
45
45
39
36
42
41
28
24
35
28
50
33
44
38
20
27
31
9
21
40
32
26
29
29
43
32
41
44
31
41
42
28
47
46
49
5
25
51
7
51
30
21
41
17
47
35
47
0
48
40
35
23
23
36
41
0
42
24
43
35
27
38
29
54
40
29
48
8
27
29
32
42
12
39
33
39
27
38
26
0
26
23
39
33
35
22
50
14
26
25
22
9
20
15
24
38
16
11
27
23
40
36
40
27
47
51
47
32
35
32
0
19
30
27
0
46
34
0
31
23
6
19
20
18
23
26
42
22
32
27
29
20
38
24
23
43
27
33
24
36
21
37
49
36
25
5
28
8
49
19
18
40
38
51
48
49
37
44
34
0
7
22
0
6
23
29
35
25
38
51
26
12
20
41
47
39
27
30
36
46
31
0
33
28
50
25
16
33
28
15
34
13
16
17
28
29
25
58
44
59
44
39
34
37
29
33
17
41
39
21
30
0
11
25
0
18
22
51
19
51
30
26
0
34
25
9
26
24
17
21
38
22
33
23
12
48
50
19
35
35
50
47
15
24
28
32
38
21
24
45
32
16
28
22
37
38
22
12
24
52
25
28
48
27
53
26
25
21
20
21
16
41
22
30
29
24
14
35
27
6
38
36
22
19
27
13
19
15
17
23
30
23
28
36
32
33
30
41
47
58
57
47
57
35
26
8
45
37
27
20
25
50
38
36
24
37
34
24
52
34
39
47
28
56
28
19
12
31
27
30
38
22
28
41
25
29
21
34
57
34
34
52
29
47
44
29
32
29
29
28
25
38
29
18
47
27
37
49
33
35
20
28
34
31
44
30
18
35
27
21
55
26
51
39
30
35
18
31
39
48
28
38
37
39
26
21
31
22
32
31
21
37
49
48
19
25
19
26
30
29
32
49
22
43
39
33
30
32
20
30
37
26
18
30
13
29
33
20
43
21
19
25
22
21
41
24
23
17
36
27
26
47
31
22
26
52
58
32
55
25
29
24
34
48
17
53
39
59
30
54
29
28
33
26
35
42
37
24
27
27
24
25
25
6
27
24
19
49
18
31
20
39
39
38
37
40
10
27
31
31
15
24
57
51
38
31
39
29
27
27
33
32
38
38
9
20
14
27
34
24
9
23
33
37
53
26
27
34
53
24
46
32
51
25
33
43
33
19
25
10
36
41
33
35
46
38
37
15
27
27
16
32
22
15
20
49
28
27
45
17
32
24
50
43
29
24
12
27
22
45
47
31
32
46
44
51
40
30
53
27
68
52
21
15
40
41
25
20
55
32
50
28
25
19
50
32
34
50
54
40
21
36
22
34
19
19
29
35
24
20
54
27
37
36
24
21
28
23
26
27
21
23
31
20
35
32
37
28
33
24
21
26
39
35
40
31
52
40
20
41
16
29
15
33
36
55
13
30
47
37
24
54
61
27
34
31
39
32
28
31
6
26
20
44
36
47
52
34
52
31
34
25
31
35
32
29
37
47
18
28
24
37
42
26
21
31
54
15
33
26
24
39
38
46
19
36
37
29
26
26
48
47
31
49
33
20
31
43
44
32
22
27
52
19
67
19
53
26
37
26
45
14
31
43
31
34
36
31
40
21
16
18
53
31
28
25
54
29
50
43
28
24
49
38
40
35
34
51
10
22
53
23
26
23
47
33
24
30
18
21
36
18
32
49
21
31
33
19
48
37
16
19
18
53
28
13
20
24
29
21
26
34
31
47
36
25
25
38
34
28
36
47
32
40
31
53
47
35
19
33
27
34
12
21
26
32
32
36
59
24
48
15
20
36
25
31
36
49
19
34
17
39
27
21
37
54
40
49
37
35
51
38
36
28
26
22
21
36
53
39
29
23
22
30
23
51
17
26
38
17
24
27
38
21
35
33
32
35
37
22
28
33
36
38
23
50
51
44
32
32
40
47
42
28
36
37
30
19
50
29
18
33
38
46
31
28
39
38
46
21
30
22
18
31
31
23
13
39
30
30
28
30
27
29
22
28
21
29
28
27
46
46
52
27
52
43
30
39
33
36
28
31
28
37
41
19
28
25
46
53
38
37
33
35
25
17
7
34
28
31
25
8
28
31
25
31
52
38
31
29
20
34
33
32
27
23
20
14
33
50
31
35
32
38
21
24
10
29
50
37
27
27
46
41
21
41
33
31
55
47
37
23
46
29
50
46
33
24
23
37
26
25
30
40
26
12
34
30
8
24
28
35
30
36
50
46
19
45
27
32
52
34
20
48
17
35
48
31
42
30
25
40
36
32
43
24
30
27
41
36
24
32
29
14
23
21
24
17
24
33
32
24
36
33
29
34
15
31
30
27
35
39
30
30
31
27
27
27
56
27
26
28
16
43
24
42
24
33
25
34
49
22
38
38
29
16
33
29
37
41
37
56
27
26
53
52
33
35
51
35
48
55
20
46
54
50
36
49
42
30
49
17
21
20
30
38
23
9
31
39
31
20
34
46
37
34
18
24
18
29
29
28
32
43
15
31
30
26
14
30
50
39
35
47
57
30
33
19
28
24
29
19
37
55
28
23
29
14
40
24
32
39
20
23
17
20
33
24
25
32
30
24
40
24
31
31
37
20
28
45
14
46
36
58
61
37
45
49
29
15
31
47
27
33
33
27
27
28
30
34
28
36
22
24
33
29
25
16
21
32
28
60
27
25
33
33
33
42
29
45
18
42
29
39
40
39
38
44
32
33
50
21
49
52
31
38
19
46
55
42
52
32
25
23
44
58
39
37
50
54
18
22
26
28
20
32
47
25
24
30
31
28
23
24
38
35
38
22
8
36
43
27
17
30
25
51
22
13
25
21
18
21
34
35
51
34
30
24
30
30
56
38
31
46
26
33
28
31
25
31
26
30
37
25
24
36
39
41
26
25
31
33
45
36
31
18
21
42
28
55
26
52
58
42
16
34
31
52
25
35
27
29
32
33
16
49
27
24
26
31
27
26
45
32
24
39
37
24
33
25
29
43
29
33
28
22
36
40
33
39
36
50
45
30
49
48
36
25
29
28
16
33
36
37
59
31
30
33
30
21
38
14
57
24
28
47
43
25
30
48
39
36
20
20
23
44
20
23
27
22
23
21
33
31
26
36
44
49
21
24
31
52
28
38
19
24
41
38
36
30
37
25
30
33
28
15
28
27
52
32
27
36
18
44
31
33
33
0
26
37
20
20
33
39
22
36
28
31
22
32
28
18
38
34
27
33
16
27
12
32
28
53
54
33
30
28
27
23
28
22
37
32
50
21
20
24
22
32
54
17
15
42
27
37
53
37
43
18
19
41
57
64
24
31
34
39
30
22
45
35
31
30
56
56
50
33
25
23
32
33
51
30
41
36
33
26
31
20
27
33
29
18
34
31
39
37
20
37
22
53
23
23
32
37
23
24
20
24
19
16
39
55
24
46
16
34
24
53
23
44
26
42
22
41
32
23
25
29
21
31
48
47
20
40
25
34
48
29
27
37
24
37
37
31
22
26
40
49
51
25
30
28
51
45
12
27
34
28
24
32
21
8
25
38
16
35
34
37
28
8
44
22
20
47
28
21
47
25
23
28
13
31
37
48
15
29
54
23
30
21
21
52
35
39
51
37
55
32
53
24
23
43
21
30
51
21
20
31
46
24
48
49
44
39
24
11
23
45
35
30
32
17
24
25
26
23
36
21
23
22
33
24
22
29
52
25
59
31
30
37
50
35
45
29
25
20
29
24
27
24
29
24
56
50
33
34
24
54
35
33
49
52
29
43
38
25
48
29
26
43
33
23
50
42
36
40
20
47
44
16
36
35
26
40
40
42
32
28
24
28
57
21
33
28
20
18
22
6
41
18
21
23
20
29
45
13
11
11
36
25
17
48
36
23
26
29
33
19
34
22
17
30
15
31
27
28
29
31
21
20
27
23
23
40
19
26
22
49
28
30
33
52
35
45
56
26
41
44
51
32
33
34
18
32
39
26
21
43
36
49
22
19
17
16
24
23
27
24
18
44
15
34
23
25
45
27
31
49
47
52
49
47
40
47
29
50
55
42
53
37
40
34
30
25
17
45
23
19
21
30
25
22
44
24
27
14
23
28
27
24
28
32
19
23
38
29
28
29
35
28
13
25
22
14
29
38
23
53
29
18
27
26
31
36
16
20
21
55
35
27
20
19
20
51
19
47
54
40
30
53
30
22
39
40
54
36
38
41
25
35
53
55
23
51
24
29
28
36
23
46
32
35
32
18
15
36
28
19
32
21
32
31
14
47
33
47
30
29
27
34
31
34
18
22
38
38
12
18
24
28
28
25
10
22
13
46
15
20
23
23
18
41
31
35
25
35
47
41
20
21
25
22
24
48
30
35
31
25
17
24
38
46
23
32
34
22
24
14
17
25
16
28
19
36
26
59
25
25
32
24
21
42
24
26
30
44
47
30
38
33
53
39
26
54
36
32
34
40
34
25
29
33
29
28
34
18
18
20
20
19
20
21
22
27
27
26
37
44
28
19
26
39
31
35
41
33
44
47
28
48
26
29
37
42
26
26
30
23
15
11
20
20
22
42
53
31
37
15
13
32
27
39
24
52
47
23
24
27
26
23
22
43
33
24
30
30
29
26
51
53
31
25
41
34
17
27
18
16
36
31
23
29
31
28
28
27
22
28
35
18
12
47
25
23
32
56
43
40
35
35
33
26
42
31
26
40
40
26
31
51
51
30
31
27
29
38
38
18
38
25
33
37
27
21
22
23
21
26
26
28
23
26
24
23
23
34
35
50
42
30
55
54
37
22
23
26
63
65
35
52
36
27
35
42
35
29
35
30
23
20
40
35
22
37
47
23
14
34
30
22
33
20
21
38
28
25
36
25
51
52
26
55
36
55
32
27
12
30
31
25
23
21
39
18
19
33
26
48
28
34
22
34
20
27
28
37
32
27
32
30
29
30
28
41
52
46
38
31
33
30
31
27
35
26
32
44
32
23
37
26
33
53
56
44
38
32
27
41
21
22
41
29
31
38
21
18
35
25
27
27
33
23
25
14
26
21
32
52
47
45
14
43
28
28
40
36
22
20
32
16
36
27
32
27
34
22
35
30
33
31
19
41
29
16
11
21
22
26
25
24
22
44
38
39
37
33
30
25
34
37
36
53
34
28
53
30
32
22
27
29
10
31
19
35
31
40
42
21
26
37
38
19
24
18
39
13
30
16
23
45
46
48
38
51
27
31
29
30
49
34
34
30
46
17
24
28
23
25
35
22
29
39
18
28
31
24
28
25
14
22
30
31
21
46
28
35
28
30
36
39
35
28
38
47
56
28
27
42
38
20
25
25
22
27
43
35
36
51
30
30
34
27
27
29
30
35
25
32
20
26
44
36
41
35
39
30
35
40
29
15
22
23
37
31
32
41
34
27
21
27
22
23
27
32
32
50
28
40
22
31
27
23
29
36
47
42
26
22
39
34
11
29
17
29
21
47
23
35
36
28
43
47
46
26
23
19
37
41
48
29
23
32
27
25
19
24
25
32
29
31
21
29
28
22
31
30
28
30
27
24
27
27
22
20
35
34
32
23
33
45
46
30
59
28
37
29
36
53
36
16
19
28
26
33
52
53
51
48
21
25
51
26
26
28
47
37
42
33
50
35
21
32
35
44
